LName,FName,MI,ANumber,Grad year,Sex,LVL,College,Degree,Program,Major1,Major2,Minor1,Minor2,Conc1,Conc2,Salary,Loans,StartDate,GraduatedAtUindy
Black,Willie,H,A00902485,201520,F,U,AS,BS,BS-AS,ART5,,,,,,37,33,200920,1
Hopkins,Addie,F,A00933152,201520,F,U,AS,BA,BA-AS,ART5,,SPAN,,,,64,24,201020,0
Dennis,Adeline,I,A00948209,201620,F,U,AS,BA,BA-AS,ART5,,SPAN,,,,52,16,201420,0
Ramirez,Gregory,S,A00967836,201620,F,U,AS,BS,BS-AS,ART5,,HART,,,,47,46,201520,0
Cunningham,Derrick,D,A00930694,201720,F,U,AS,BS,BS-AS,ART5,,,,,,59,20,201220,1
Perkins,Mark,Z,A00933574,201710,F,U,AS,BS,BS-AS,ART5,,HART,,,,44,68,201310,0
Todd,Jayden,E,A00952264,201010,F,U,AS,BS,BS-AS,ARTH,PSYC,BIOL,,,,72,58,200910,1
Tyler,Ricky,P,A00910530,201020,F,U,AS,BS,BS-AS,ARTH,,SOC,,HON,,41,72,200920,0
Dunn,Lelia,I,A00920313,201020,F,U,AS,BS,BS-AS,ARTH,,,,,,40,71,200820,0
Crawford,Alfred,W,A00945830,201120,F,U,AS,BS,BS-AS,ARTH,,,,,,36,55,200520,1
Johnson,Tyler,H,A00985178,201120,F,U,AS,BS,BS-AS,ARTH,,SOC,,HON,,52,65,200820,1
Baldwin,Travis,S,A00942886,201120,F,U,AS,BS,BS-AS,ARTH,,,,,,39,61,201020,1
Roy,Kenneth,N,A00975951,201210,F,U,AS,BS,BS-AS,ARTH,PSYC,,,,,51,68,201010,1
Cummings,Elsie,N,A00964439,201220,F,U,AS,BS,BS-AS,ARTH,,,,,,59,42,201020,1
Abbott,Sarah,Z,A00936342,201220,F,U,AS,BS,BS-AS,ARTH,,,,,,56,13,201120,1
Underwood,Jessie,V,A00968050,201220,F,U,AS,BS,BS-AS,ARTH,,SOC,,HON,,62,78,200620,1
Floyd,Chester,Q,A00983463,201320,F,U,AS,BS,BS-AS,ARTH,,,,,,42,82,201020,1
Gilbert,Fanny,O,A00918277,201310,F,U,AS,BS,BS-AS,ARTH,,,,,,43,51,200710,1
Coleman,Ronnie,E,A00985674,201320,F,U,AS,BS,BS-AS,ARTH,,,,,,45,33,200720,0
Gray,Mayme,I,A00928134,201410,F,U,AS,BS,BS-AS,ARTH,,SOC,,HON,,46,72,201010,0
Newton,William,U,A00947437,201410,F,U,AS,BS,BS-AS,ARTH,PSYC,BIOL,,,,44,97,201010,1
Zimmerman,Lottie,I,A00958773,201420,F,U,AS,BS,BS-AS,ARTH,PSYC,,,,,42,53,201320,1
Stevens,Edith,D,A00925253,201520,F,U,AS,BS,BS-AS,ARTH,,,,,,48,91,201320,1
Bryan,Norman,T,A00993548,201520,F,U,AS,BS,BS-AS,ARTH,PSYC,BIOL,,,,35,63,201420,1
Mason,Jane,R,A00969794,201510,F,U,AS,BS,BS-AS,ARTH,,,,,,46,60,201010,0
Greene,Nathaniel,Z,A00982172,201620,F,U,AS,BS,BS-AS,ARTH,,,,,,44,45,201120,1
Clayton,Sylvia,E,A00965259,201610,F,U,AS,BS,BS-AS,ARTH,PSYC,,,,,60,19,201210,0
Hart,Steve,E,A00932132,201620,F,U,AS,BS,BS-AS,ARTH,,,,,,58,25,201320,1
Norris,Dora,X,A00973184,201720,F,U,AS,BS,BS-AS,ARTH,,,,,,69,64,201520,1
Burgess,Mitchell,I,A00992084,201720,F,U,AS,BS,BS-AS,ARTH,,,,,,62,76,201520,1
Patterson,Amanda,T,A00953315,201720,F,U,AS,BS,BS-AS,ARTH,,SOC,,HON,,51,28,201320,1
Hale,Eunice,V,A00999093,201020,M,G,AS,MA,MA-AS,ASOC,,,,,,57,98,200520,1
Pearson,Bernard,Q,A00928715,201120,M,G,AS,MA,MA-AS,ASOC,,,,,,42,95,200520,1
Richardson,Tony,P,A00954788,201220,M,G,AS,MA,MA-AS,ASOC,,,,,,32,25,200620,1
Leonard,Jane,X,A00985964,201320,M,G,AS,MA,MA-AS,ASOC,,,,,,49,84,200820,0
Hansen,Mittie,Y,A00978978,201010,F,U,AS,BS,BS-AS,ATHS,,ENTR,,,,66,82,200710,1
Graham,Francis,Y,A00903634,201020,F,U,AS,BS,BS-AS,ATHS,,,,,,43,10,200720,1
Schneider,Jon,U,A00987162,201010,F,U,AS,BS,BS-AS,ATHS,,,,,,71,21,200810,0
Allison,Roxie,U,A00981063,201020,F,U,AS,BS,BS-AS,ATHS,,ENTR,,,,40,76,200520,1
Smith,Charlie,X,A00916119,201020,F,U,AS,BS,BS-AS,ATHS,,,,,,63,79,200820,1
Greene,Lawrence,O,A00930992,201120,F,U,AS,BS,BS-AS,ATHS,,,,,,50,38,200820,0
Snyder,Ora,I,A00950156,201120,F,U,AS,BS,BS-AS,ATHS,,PSYC,,,,43,99,200520,0
Maxwell,Ray,D,A00908556,201110,F,U,AS,BS,BS-AS,ATHS,,ENTR,,,,35,25,200610,1
Harmon,Julian,C,A00999427,201120,F,U,AS,BS,BS-AS,ATHS,,BADM,,,,54,90,200520,1
Reid,Iva,X,A00901004,201110,F,U,AS,BS,BS-AS,ATHS,,,,,,49,73,201010,0
Ballard,Ronnie,Z,A00971342,201210,F,U,AS,BS,BS-AS,ATHS,,,,,,44,21,200710,1
Walker,Cole,Q,A00995685,201220,F,U,AS,BS,BS-AS,ATHS,,,,,,55,100,200720,1
Crawford,Cora,E,A00999467,201210,F,U,AS,BS,BS-AS,ATHS,,,,,,63,34,201010,0
Sparks,Bradley,J,A00935297,201210,F,U,AS,BS,BS-AS,ATHS,,,,,,45,91,201010,1
Warner,Ruth,O,A00902959,201310,F,U,AS,BS,BS-AS,ATHS,,,,,,50,69,200910,0
Lowe,George,R,A00957191,201310,F,U,AS,BS,BS-AS,ATHS,,,,,,52,41,200810,1
McDonald,Bessie,L,A00923892,201320,F,U,AS,BS,BS-AS,ATHS,,,,,,43,47,201020,1
Owen,Joseph,I,A00903928,201410,F,U,AS,BS,BS-AS,ATHS,,PSYC,,,,50,88,200910,0
Wells,Rachel,W,A00927230,201420,F,U,AS,BS,BS-AS,ATHS,,,,,,39,79,200920,0
Fowler,Marcus,J,A00982052,201420,F,U,AS,BS,BS-AS,ATHS,,,,,,54,52,201120,1
Rodriquez,Jeremy,A,A00902608,201510,F,U,AS,BS,BS-AS,ATHS,,ENTR,,,,43,98,201310,1
Lowe,Bernice,Y,A00903452,201510,F,U,AS,BS,BS-AS,ATHS,,,,,,49,21,201410,0
Hanson,Franklin,L,A00928870,201620,F,U,AS,BS,BS-AS,ATHS,,,,,,47,12,201120,1
Oliver,Sarah,K,A00926414,201610,F,U,AS,BS,BS-AS,ATHS,,PSYC,,,,73,81,201010,0
Park,Franklin,M,A00995819,201710,F,U,AS,BS,BS-AS,ATHS,,,,,,56,17,201110,1
McCoy,Barbara,Q,A00935945,201020,M,U,CH,BSAT,BSAT-CH,ATRG,,PSYC,,,,43,97,200420,1
Bell,Jeffery,F,A00904597,201020,F,U,CH,BSAT,BSAT-CH,ATRG,,PSYC,,,,48,10,200720,1
Lowe,Max,B,A00980984,201010,M,U,CH,BSAT,BSAT-CH,ATRG,,,,,,50,61,200810,1
Nash,Tyler,E,A00951988,201020,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,45,37,200920,1
Dunn,Chris,C,A00914140,201020,F,U,CH,BSAT,BSAT-CH,ATRG,,,,,,38,26,200820,0
Ball,Mittie,E,A00948986,201020,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,38,11,200820,1
Marsh,Austin,Z,A00931037,201010,M,U,CH,BSAT,BSAT-CH,ATRG,,PSYC,,,,48,78,200710,1
Ball,Ronald,D,A00980663,201020,F,U,CH,BSAT,BSAT-CH,ATRG,,PSYC,,,,54,47,200920,0
Schmidt,Gordon,H,A00971642,201020,M,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,62,90,200720,1
Vaughn,Jean,R,A00963286,201020,F,U,CH,BSAT,BSAT-CH,ATRG,,,,,,49,99,200420,1
Meyer,Corey,E,A00925920,201020,M,U,CH,BSAT,BSAT-CH,ATRG,,,,,,48,65,200420,1
McGuire,Leonard,E,A00982263,201020,M,U,CH,BSAT,BSAT-CH,ATRG,,,,,,53,89,200820,1
Kennedy,Adelaide,S,A00910261,201010,F,U,CH,BSAT,BSAT-CH,ATRG,,PSYC,,,,42,42,200810,1
Houston,Louis,X,A00978671,201020,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,41,68,200720,1
Hernandez,Herman,N,A00954277,201120,M,U,CH,BSAT,BSAT-CH,ATRG,,,,,,45,50,201020,0
Pierce,Rhoda,T,A00993833,201120,F,U,CH,BSAT,BSAT-CH,ATRG,,,,,,61,67,201020,1
Fleming,Fannie,C,A00952404,201110,F,U,CH,BSAT,BSAT-CH,ATRG,,,,,,66,20,200710,0
Silva,Marie,N,A00911802,201120,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,HON,72,60,200820,1
Santos,Nicholas,X,A00936735,201120,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,34,59,200920,1
Guerrero,Marc,A,A00999450,201110,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,52,61,200710,1
Hicks,Cole,D,A00979629,201110,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,58,69,200910,1
French,Samuel,R,A00923573,201120,F,U,CH,BSAT,BSAT-CH,ATRG,,,,,,48,76,200720,1
Christensen,Cora,J,A00943048,201110,F,U,CH,BSAT,BSAT-CH,ATRG,,PSYC,,,,56,93,200810,1
Ramsey,Birdie,F,A00900703,201120,M,U,CH,BSAT,BSAT-CH,ATRG,,PSYC,,,,67,77,201020,1
Warren,Augusta,L,A00924206,201110,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,35,47,200610,1
Wagner,Jeremiah,E,A00991686,201220,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,59,77,201020,1
Allen,Stella,Y,A00975984,201220,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,41,77,200720,1
Gonzales,Christopher,N,A00968037,201220,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,37,30,200820,1
Marsh,Ellen,E,A00936316,201220,F,U,CH,BSAT,BSAT-CH,ATRG,,,,,,39,23,200920,1
Gonzales,Don,Z,A00934834,201210,F,U,CH,BSAT,BSAT-CH,ATRG,,,,,,75,70,200810,1
Warner,Dale,V,A00977323,201220,F,U,CH,BSAT,BSAT-CH,ATRG,,PSYC,,,,45,46,200820,1
Young,Violet,M,A00900184,201210,F,U,CH,BSAT,BSAT-CH,ATRG,,,,,,42,37,200910,0
Mills,May,X,A00934460,201220,M,U,CH,BSAT,BSAT-CH,ATRG,,,,,,54,57,201120,1
Delgado,Kate,X,A00967933,201220,M,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,HON,38,42,201020,1
Reeves,Jeffery,Q,A00931344,201210,M,U,CH,BSAT,BSAT-CH,ATRG,,PSYC,,,,59,57,200710,0
Gilbert,Ida,Y,A00900161,201320,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,51,25,200920,0
Tyler,Nora,U,A00935162,201310,M,U,CH,BSAT,BSAT-CH,ATRG,,,,,,48,73,201010,1
Brooks,Evelyn,T,A00901668,201320,F,U,CH,BSAT,BSAT-CH,ATRG,,,,,,38,70,200920,1
Knight,Phoebe,G,A00934058,201310,M,U,CH,BSAT,BSAT-CH,ATRG,,PSYC,,,,48,62,200810,1
Huff,Charles,Y,A00953163,201310,M,U,CH,BSAT,BSAT-CH,ATRG,,PSYC,,,,47,52,201210,1
Tran,Sarah,L,A00998730,201320,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,46,43,200720,1
Webster,Ronald,O,A00900655,201320,F,U,CH,BSAT,BSAT-CH,ATRG,,,,,,47,72,201120,0
Ramsey,Frances,V,A00993631,201410,M,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,65,76,201310,0
Austin,Leo,M,A00925758,201420,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,49,36,201220,0
Underwood,Marc,I,A00938808,201420,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,71,36,201020,1
Nichols,Mabelle,J,A00978537,201420,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,46,33,201120,1
Hogan,Jordan,P,A00976132,201520,F,U,CH,BSAT,BSAT-CH,ATRG,,PSYC,,,,42,25,201320,0
James,Callie,K,A00906572,201520,M,U,CH,BSAT,BSAT-CH,ATRG,,,,,,39,63,201120,1
Bass,Lucas,L,A00993700,201520,F,U,CH,BSAT,BSAT-CH,ATRG,,,,,,52,40,201320,1
Hughes,Ernest,K,A00907397,201510,M,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,27,33,200910,1
Armstrong,Dorothy,I,A00943355,201610,M,U,CH,BSAT,BSAT-CH,ATRG,,,,,,52,10,201410,1
Watson,Chad,S,A00975841,201610,F,U,CH,BSAT,BSAT-CH,ATRG,,,,PPT,,45,96,201210,1
Lyons,Wayne,C,A00991853,201020,F,U,AS,BS,BS-AS,BIOL,,CHEM,,PMED,,45,80,200620,1
Jefferson,Cecelia,U,A00979123,201020,M,U,AS,BS,BS-AS,BIOL,,CHEM,,PMED,,61,31,200920,1
Garza,Minnie,Q,A00971480,201010,F,U,AS,BS,BS-AS,BIOL,CHEM,ENSC,,ECHM,,41,54,200510,1
Wells,Gertrude,U,A00940809,201020,F,U,AS,BS,BS-AS,BIOL,,CHEM,,,,41,28,200820,1
Underwood,Keith,C,A00942280,201020,F,U,AS,BS,BS-AS,BIOL,,,,PDEN,,52,11,200920,1
Munoz,Mary,S,A00965234,201020,M,U,AS,BS,BS-AS,BIOL,,,,PMED,,58,68,200820,1
Townsend,Nathan,F,A00900889,201010,F,U,AS,BS,BS-AS,BIOL,,CHEM,,ETH,,41,28,200510,0
Gibson,Millie,M,A00922366,201020,M,U,AS,BS,BS-AS,BIOL,CHEM,,,PPT,,67,56,200820,0
Thompson,Mabelle,Z,A00983664,201020,F,U,AS,BS,BS-AS,BIOL,,SPAN,,,,51,39,200420,1
Stokes,Sophia,E,A00970579,201020,F,U,AS,BS,BS-AS,BIOL,CHEM,,,PPT,,48,74,200720,1
Sullivan,Anthony,C,A00903917,201020,F,U,AS,BS,BS-AS,BIOL,,CHEM,,PMED,,79,41,200520,0
Sharp,Louise,O,A00978524,201020,M,U,AS,BS,BS-AS,BIOL,,BADM,,PDEN,,37,66,200720,0
Dennis,George,D,A00906388,201020,M,U,AS,BS,BS-AS,BIOL,,PSYC,,PMED,,46,99,200620,0
Mathis,Elva,D,A00908536,201020,M,U,AS,BS,BS-AS,BIOL,,,,HON,,36,54,200920,0
Little,Barry,I,A00934013,201020,F,U,AS,BS,BS-AS,BIOL,,,,PMED,,55,48,200520,0
Hunt,Vincent,G,A00918214,201020,F,U,AS,BS,BS-AS,BIOL,,CHEM,,ETH,,37,71,200420,1
May,Katherine,V,A00999623,201020,F,U,AS,BS,BS-AS,BIOL,,CHEM,,,,55,22,200620,1
Carson,Julia,C,A00960522,201010,M,U,AS,BS,BS-AS,BIOL,,,,PMED,,45,86,200710,0
Ramsey,Emily,K,A00903339,201020,F,U,AS,BS,BS-AS,BIOL,,CHEM,PSYC,POTD,HON,37,86,200520,1
Lyons,Minnie,M,A00903445,201020,M,U,AS,BS,BS-AS,BIOL,CHEM,,,PPT,,51,73,200620,0
Simon,Belle,P,A00964308,201020,F,U,AS,BS,BS-AS,BIOL,,PSYC,CHEM,PVET,HON,59,18,200520,1
Richards,Belle,P,A00904261,201020,M,U,AS,BS,BS-AS,BIOL,,,,,,46,44,200820,1
Watkins,Eric,B,A00902414,201020,F,U,AS,BS,BS-AS,BIOL,,,,PMED,,65,32,200920,0
Atkins,Juan,I,A00907775,201010,F,U,AS,BS,BS-AS,BIOL,,ART,,PVET,HON,42,47,200410,1
Moran,Isabella,Q,A00921872,201020,M,U,AS,BS,BS-AS,BIOL,,,,,,55,97,200620,1
Padilla,Mamie,X,A00929563,201020,F,U,AS,BS,BS-AS,BIOL,,,,PMED,,42,55,200920,0
Townsend,Daisy,L,A00904975,201020,M,U,AS,BS,BS-AS,BIOL,,,,PMED,HON,55,66,200720,1
Ortiz,Lois,P,A00919684,201020,F,U,AS,BS,BS-AS,BIOL,,,,PDEN,,42,48,200420,0
Luna,Bettie,Q,A00998106,201010,M,U,AS,BS,BS-AS,BIOL,CHEM,,,PMED,,47,84,200610,1
Anderson,Herman,L,A00931773,201120,F,U,AS,BS,BS-AS,BIOL,,,,PMED,HON,57,17,200820,1
Brady,Gary,D,A00947751,201120,F,U,AS,BS,BS-AS,BIOL,,CHEM,,,,47,56,200920,1
Cannon,Christine,G,A00993516,201120,M,U,AS,BS,BS-AS,BIOL,,PSYC,CHEM,PVET,HON,51,71,200620,1
Myers,Frances,F,A00901986,201110,F,U,AS,BS,BS-AS,BIOL,,CHEM,,,,51,86,200610,0
Hayes,Noah,P,A00929357,201120,F,U,AS,BS,BS-AS,BIOL,,CHEM,,,,49,66,200520,0
Zimmerman,Dustin,A,A00987699,201110,F,U,AS,BS,BS-AS,BIOL,,CHEM,,PPTD,,53,91,200910,0
Horton,Lina,L,A00929321,201120,F,U,AS,BS,BS-AS,BIOL,CHEM,,,PPT,,47,67,200520,1
Lawrence,Michael,Z,A00945388,201120,F,U,AS,BS,BS-AS,BIOL,CHEM,,,PMED,,53,16,200620,1
French,Ophelia,V,A00936916,201110,M,U,AS,BS,BS-AS,BIOL,,,,PMED,,41,64,200810,1
Curry,Eula,G,A00948216,201120,F,U,AS,BS,BS-AS,BIOL,,,,PMED,,34,44,201020,0
Ortega,Raymond,J,A00978362,201120,F,U,AS,BS,BS-AS,BIOL,,CHEM,,ETH,,52,81,201020,0
Collins,Franklin,T,A00918267,201120,F,U,AS,BS,BS-AS,BIOL,,,,,,42,71,200720,1
Ward,Bryan,R,A00949063,201110,F,U,AS,BS,BS-AS,BIOL,,,,,,46,66,200810,0
Barber,Joel,F,A00994593,201120,F,U,AS,BS,BS-AS,BIOL,,ART,,PVET,HON,46,13,201020,1
Goodwin,Randy,M,A00916961,201120,F,U,AS,BS,BS-AS,BIOL,ENSC,CHEM,,PMED,HON,47,47,200820,1
Gilbert,Nina,J,A00979607,201120,M,U,AS,BS,BS-AS,BIOL,,PSYC,CHEM,PVET,HON,55,15,200720,1
Underwood,Dennis,Y,A00924686,201120,M,U,AS,BS,BS-AS,BIOL,CHEM,,,PMED,,21,57,201020,1
Brown,Della,L,A00997970,201120,F,U,AS,BS,BS-AS,BIOL,CHEM,,,PVET,,37,91,201020,0
Garner,Scott,H,A00915201,201120,F,U,AS,BS,BS-AS,BIOL,,CHEM,,,,64,61,200520,0
Davis,Edith,A,A00987959,201120,F,U,AS,BS,BS-AS,BIOL,,,,,,55,100,200820,1
White,Helena,N,A00972170,201220,F,U,AS,BS,BS-AS,BIOL,,,,PMED,,48,43,200620,1
Campbell,Myrtle,C,A00902713,201220,F,U,AS,BS,BS-AS,BIOL,,CHEM,,PMED,,46,90,201020,1
Lyons,Travis,S,A00956108,201220,F,U,AS,BS,BS-AS,BIOL,,,,,,45,82,200920,1
Soto,Douglas,J,A00995575,201220,F,U,AS,BS,BS-AS,BIOL,CHEM,ENSC,,ECHM,,54,74,200620,1
Holloway,Hilda,X,A00994021,201210,F,U,AS,BS,BS-AS,BIOL,,CHEM,,PMED,,41,33,200610,0
Barker,Rosa,Q,A00972622,201220,M,U,AS,BS,BS-AS,BIOL,,ART,,PVET,HON,49,82,200720,1
Thompson,Verna,I,A00939735,201220,M,U,AS,BS,BS-AS,BIOL,,,,PMED,,44,19,200720,1
Walters,Caroline,O,A00948460,201220,F,U,AS,BS,BS-AS,BIOL,,CHEM,,,,34,62,201020,1
Romero,Brian,W,A00969152,201210,F,U,AS,BS,BS-AS,BIOL,,ART,,PVET,HON,56,29,201010,1
Smith,Owen,E,A00995482,201220,F,U,AS,BA,BA-AS,BIOL,CHEM,SPAN,,PMED,,53,60,200620,0
Cannon,Mike,U,A00947597,201210,F,U,AS,BS,BS-AS,BIOL,,PSYC,,PMED,,68,18,201110,1
Bowen,Christine,D,A00947886,201220,F,U,AS,BS,BS-AS,BIOL,CHEM,,,PVET,,57,99,200920,1
Kennedy,Isabella,W,A00968563,201220,M,U,AS,BS,BS-AS,BIOL,,,,PMED,HON,56,62,200620,0
Hamilton,Tommy,E,A00990797,201220,M,U,AS,BS,BS-AS,BIOL,,CHEM,,,,53,93,200920,0
Stevens,Corey,R,A00995614,201220,F,U,AS,BS,BS-AS,BIOL,,CHEM,,PMED,,58,41,200920,1
Cox,Robert,M,A00955356,201220,F,U,AS,BS,BS-AS,BIOL,,CHEM,,,,46,33,200620,1
Boone,Juan,S,A00944307,201210,F,U,AS,BS,BS-AS,BIOL,CHEM,,,PPT,,61,75,200810,0
Butler,Mollie,O,A00979035,201220,F,U,AS,BS,BS-AS,BIOL,CHEM,ENSC,,ECHM,,53,24,200920,0
McDaniel,Elijah,W,A00925823,201220,F,U,AS,BS,BS-AS,BIOL,,SPAN,,,,47,49,200820,1
Herrera,Adele,X,A00907618,201220,F,U,AS,BS,BS-AS,BIOL,,,,PMED,,34,91,200920,1
Thompson,Jessie,S,A00946008,201220,F,U,AS,BA,BA-AS,BIOL,,,,PVET,,40,10,200620,1
Drake,Richard,B,A00981746,201220,M,U,AS,BS,BS-AS,BIOL,,CHEM,,,,64,79,200920,1
Bishop,Brandon,I,A00997919,201210,M,U,AS,BS,BS-AS,BIOL,,CHEM,,,,46,28,201110,1
Bryan,Lina,K,A00943366,201320,F,U,AS,BS,BS-AS,BIOL,,CHEM,,,,48,59,201120,0
Arnold,Fanny,C,A00987121,201320,F,U,AS,BS,BS-AS,BIOL,,PSYC,,PMED,,53,37,201020,1
Boone,Luke,R,A00966687,201320,M,U,AS,BS,BS-AS,BIOL,,CHEM,,,,33,84,200920,1
Pena,Eric,A,A00908494,201320,F,U,AS,BS,BS-AS,BIOL,,CHEM,FOTO,PVET,HON,48,16,201020,1
Goodwin,Mittie,P,A00943200,201320,F,U,AS,BS,BS-AS,BIOL,,CHEM,,ETH,,35,41,201120,1
Edwards,Ricardo,F,A00909671,201310,M,U,AS,BS,BS-AS,BIOL,,CHEM,,PMED,,56,54,201110,1
Cruz,Scott,G,A00993340,201310,F,U,AS,BS,BS-AS,BIOL,,CHEM,,,,31,76,201010,1
McCoy,Lois,W,A00963574,201320,M,U,AS,BS,BS-AS,BIOL,CHEM,,,PPT,,55,68,200920,0
Graham,Jon,W,A00965269,201320,F,U,AS,BS,BS-AS,BIOL,,,,PPT,,32,60,201020,0
Reeves,Leah,E,A00998053,201320,F,U,AS,BS,BS-AS,BIOL,,CHEM,,,,46,67,201220,1
Terry,Ruby,B,A00987479,201310,F,U,AS,BS,BS-AS,BIOL,,,,,,43,68,200810,0
Leonard,Tom,C,A00932818,201320,F,U,AS,BS,BS-AS,BIOL,,CHEM,,,,60,84,201120,1
Matthews,Alan,B,A00909774,201310,F,U,AS,BS,BS-AS,BIOL,,CHEM,,ETH,,40,72,200910,1
Peterson,Viola,N,A00956239,201310,F,U,AS,BS,BS-AS,BIOL,,PSYC,,PMED,,67,100,200910,1
Ramos,Dale,L,A00952251,201320,M,U,AS,BS,BS-AS,BIOL,ENSC,CHEM,FRGM,PMED,,50,47,201220,0
Mathis,Lena,M,A00927557,201310,F,U,AS,BS,BS-AS,BIOL,,SPAN,CHEM,HON,,55,25,200810,1
Hardy,Henrietta,D,A00917882,201320,F,U,AS,BA,BA-AS,BIOL,,,,PVET,,57,63,200820,1
Floyd,Lucy,V,A00942663,201310,F,U,AS,BS,BS-AS,BIOL,ENSC,CHEM,,PMED,HON,61,95,201010,1
Maxwell,Glen,U,A00921015,201310,F,U,AS,BS,BS-AS,BIOL,,CHEM,,PMED,,49,23,201210,1
Harmon,Ricardo,J,A00903947,201410,M,U,AS,BS,BS-AS,BIOL,,,,,,42,34,200910,0
Kelley,Augusta,Z,A00914830,201420,F,U,AS,BS,BS-AS,BIOL,,,,PDEN,,31,18,201220,1
Peters,Jean,O,A00910219,201420,F,U,AS,BS,BS-AS,BIOL,ENSC,CHEM,,PMED,HON,40,40,201120,0
Nichols,Sophia,O,A00996262,201420,F,U,AS,BS,BS-AS,BIOL,,CHEM,,,,51,70,201220,1
Pittman,Clarence,K,A00957032,201420,M,U,AS,BS,BS-AS,BIOL,,,,PDEN,,62,37,201320,1
Silva,Cora,O,A00937853,201420,M,U,AS,BS,BS-AS,BIOL,,SPAN,,,,42,21,201120,1
Marsh,Lillie,J,A00913752,201410,F,U,AS,BS,BS-AS,BIOL,,CHEM,,PMED,,47,16,201010,1
Sullivan,Logan,T,A00946136,201420,F,U,AS,BS,BS-AS,BIOL,CHEM,ENSC,,ECHM,,64,48,201320,1
Holt,Randall,V,A00957194,201420,F,U,AS,BS,BS-AS,BIOL,,,,,,62,22,201220,1
Norton,Tony,W,A00969061,201420,M,U,AS,BS,BS-AS,BIOL,,,,PDEN,,61,66,201320,1
Castillo,Isabelle,U,A00999146,201420,F,U,AS,BS,BS-AS,BIOL,,,,,,50,91,201020,1
Stewart,Don,U,A00995024,201420,M,U,AS,BS,BS-AS,BIOL,,,,PMED,,44,70,201220,1
Miles,Jeffrey,F,A00939704,201420,F,U,AS,BS,BS-AS,BIOL,CHEM,,,PVET,,36,57,200820,1
Dean,Victoria,P,A00947432,201420,F,U,AS,BS,BS-AS,BIOL,,CHEM,,PMED,,55,52,201220,1
Flores,Emily,R,A00961543,201410,F,U,AS,BS,BS-AS,BIOL,,,,,,51,55,200810,0
Jackson,Donald,H,A00992482,201420,F,U,AS,BS,BS-AS,BIOL,,CHEM,,,,55,89,201120,1
McDaniel,Garrett,A,A00947892,201410,F,U,AS,BA,BA-AS,BIOL,,,,PVET,,48,45,200810,0
King,Randy,H,A00938216,201420,M,U,AS,BS,BS-AS,BIOL,,,,PPT,,53,31,201320,1
Cannon,Ora,N,A00986053,201420,F,U,AS,BS,BS-AS,BIOL,,,,PMED,,37,71,201020,0
Sutton,Katie,X,A00922383,201410,M,U,AS,BS,BS-AS,BIOL,,SPAN,,,,54,81,200910,1
Hoffman,Aiden,Y,A00990187,201420,F,U,AS,BS,BS-AS,BIOL,,,,PMED,HON,53,24,201220,0
Owens,Garrett,B,A00919341,201420,F,U,AS,BS,BS-AS,BIOL,,CHEM,,ETH,,43,76,200920,1
Kim,Alice,M,A00928958,201520,F,U,AS,BS,BS-AS,BIOL,ENSC,CHEM,FRGM,PMED,,39,98,201320,1
Hayes,Jesse,B,A00995006,201520,M,U,AS,BS,BS-AS,BIOL,,PSYC,CHEM,PVET,HON,57,71,201020,0
Lindsey,Steven,M,A00934998,201520,F,U,AS,BS,BS-AS,BIOL,CHEM,ENSC,,ECHM,,51,61,200920,1
Ball,Ophelia,R,A00955997,201520,F,U,AS,BA,BA-AS,BIOL,,,,PVET,,46,37,201220,0
Warner,Ernest,J,A00955679,201510,M,U,AS,BS,BS-AS,BIOL,,CHEM,,PPTD,,50,22,200910,1
Ingram,Lilly,T,A00934101,201520,F,U,AS,BS,BS-AS,BIOL,,CHEM,,PMED,,60,51,201420,1
Kennedy,Josephine,N,A00935155,201520,M,U,AS,BS,BS-AS,BIOL,,,,PPT,,45,71,201420,0
Santiago,Rosie,T,A00980773,201520,F,U,AS,BS,BS-AS,BIOL,,,,,,61,61,201120,1
Lloyd,Andre,W,A00918237,201520,M,U,AS,BS,BS-AS,BIOL,,CHEM,FOTO,PVET,HON,51,33,201220,1
